BMP180: ac1=     0, ac2=    49, ac3=     0, b1= 30029, b2=   513, mb=   122, mc=   200, md=    29, ac4=    0, ac5= 8960, ac6=34818
Some header
     38960,     328717,  25936,  -1942,    -55,  -333, -1059, -1075,  -1069,   -159,     66,     86,   4785,   6487,  -2590, 0
     38992,     328717,  25936,  -1944,    -48,  -319, -1054, -1065,  -1055,   -157,     77,     87,   5002,   6412,  -2545, 0
     39024,     328717,  25936,  -1939,    -51,  -307, -1067, -1075,  -1065,   -171,     71,     82,   4910,   6407,  -2477, 0
     39057,     328717,  25936,  -1933,    -53,  -323, -1069, -1084,  -1076,   -148,     67,     84,   4952,   6430,  -2482, 0
     39089,     328717,  25937,  -1944,    -64,  -323, -1063, -1078,  -1072,   -164,     69,     88,   4987,   6510,  -2462, 0
     39121,     328717,  25934,  -1943,    -49,  -326, -1044, -1060,  -1055,   -159,     71,     82,   4947,   6452,  -2560, 0
     39154,     328717,  25937,  -1945,    -63,  -329, -1045, -1059,  -1054,   -156,     70,     92,   4975,   6452,  -2477, 0
     39186,     328717,  25938,  -1946,    -45,  -303, -1046, -1062,  -1057,   -159,     84,     84,   5025,   6435,  -2512, 0
     39218,     328717,  25935,  -1934,    -46,  -328, -1060, -1069,  -1059,   -156,     74,     77,   4872,   6435,  -2565, 0
     39251,     328717,  25937,  -1939,    -53,  -325, -1047, -1063,  -1057,   -160,     75,     95,   4895,   6562,  -2565, 0
     39283,     328717,  25936,  -1941,    -45,  -313, -1067, -1082,  -1076,   -154,     69,     87,   4905,   6557,  -2545, 0
     39315,     328717,  25938,  -1950,    -51,  -296, -1045, -1061,  -1056,   -165,     74,     84,   4952,   6317,  -2487, 0
     39348,     328717,  25936,  -1943,    -54,  -300, -1056, -1064,  -1055,   -162,     79,     80,   4970,   6430,  -2502, 0
     39380,     328717,  25937,  -1940,    -61,  -311, -1053, -1069,  -1062,   -166,     75,     79,   4840,   6387,  -2565, 0
     39412,     328717,  25937,  -1939,    -59,  -315, -1065, -1079,  -1074,   -158,     77,     78,   5035,   6472,  -2435, 0
     39445,     328717,  25934,  -1948,    -61,  -319, -1061, -1076,  -1071,   -162,     72,     80,   4925,   6387,  -2517, 0
     39477,     328717,  25936,  -1936,    -66,  -334, -1055, -1064,  -1055,   -164,     73,     81,   4887,   6532,  -2580, 0
     39509,     328717,  25936,  -1947,    -57,  -307, -1065, -1080,  -1074,   -162,     73,     82,   4975,   6300,  -2590, 0
     39542,     328717,  25936,  -1942,    -52,  -322, -1055, -1065,  -1055,   -158,     84,     77,   4980,   6467,  -2522, 0
     39574,     328717,  25937,  -1947,    -51,  -330, -1056, -1072,  -1067,   -158,     67,     81,   5012,   6500,  -2467, 0
     39606,     328717,  25935,  -1947,    -65,  -307, -1056, -1065,  -1055,   -161,     72,     84,   4975,   6382,  -2455, 0
     39639,     328717,  25937,  -1937,    -55,  -318, -1045, -1060,  -1055,   -158,     73,     86,   5045,   6520,  -2420, 0
     39671,     328717,  25936,  -1949,    -55,  -314, -1061, -1077,  -1072,   -168,     74,     91,   4892,   6355,  -2502, 0
     39703,     328717,  25935,  -1947,    -63,  -315, -1046, -1057,  -1053,   -168,     71,     90,   4957,   6562,  -2445, 0
     39736,     328717,  25936,  -1939,    -62,  -330, -1052, -1068,  -1063,   -157,     76,     78,   4860,   6547,  -2482, 0
     39768,     328717,  25936,  -1942,    -54,  -313, -1048, -1064,  -1059,   -165,     77,     83,   4957,   6445,  -2395, 0
     39800,     328717,  25938,  -1949,    -53,  -317, -1059, -1074,  -1069,   -161,     67,     75,   4887,   6345,  -2435, 0
     39833,     328717,  25936,  -1946,    -48,  -314, -1060, -1075,  -1071,   -157,     68,     78,   4987,   6440,  -2512, 0
     39865,     328717,  25936,  -1946,    -60,  -313, -1061, -1076,  -1070,   -162,     75,     71,   4942,   6435,  -2535, 0
     39897,     328717,  25937,  -1933,    -51,  -322, -1056, -1071,  -1065,   -153,     62,     82,   4987,   6450,  -2472, 0
     39930,     328717,  25936,  -1942,    -49,  -316, -1064, -1079,  -1073,   -162,     77,     75,   4845,   6457,  -2512, 0
     39962,     328717,  25938,  -1946,    -60,  -325, -1048, -1063,  -1058,   -159,     69,     88,   4960,   6515,  -2517, 0
     39994,     328717,  25938,  -1946,    -55,  -309, -1068, -1083,  -1077,   -166,     81,     82,   4957,   6495,  -2455, 0
     40027,     328717,  25936,  -1942,    -62,  -310, -1051, -1067,  -1060,   -161,     69,     77,   4952,   6500,  -2602, 0
     40059,     328717,  25936,  -1937,    -52,  -307, -1062, -1077,  -1071,   -156,     76,     85,   4925,   6302,  -2420, 0
     40091,     328717,  25936,  -1946,    -49,  -322, -1064, -1074,  -1064,   -161,     80,     80,   4980,   6435,  -2517, 0
     40124,     328717,  25936,  -1937,    -60,  -319, -1044, -1059,  -1054,   -158,     73,     81,   5062,   6495,  -2670, 0
     40156,     328717,  25934,  -1954,    -52,  -322, -1057, -1072,  -1068,   -153,     68,     84,   4947,   6332,  -2472, 0
     40188,     328717,  25936,  -1941,    -48,  -321, -1049, -1064,  -1059,   -168,     83,     82,   4905,   6397,  -2675, 0
     40221,     328717,  25936,  -1938,    -67,  -318, -1064, -1078,  -1072,   -168,     76,     82,   4965,   6392,  -2467, 0
     40253,     328717,  25936,  -1936,    -50,  -320, -1057, -1067,  -1056,   -165,     65,     80,   4952,   6345,  -2477, 0
     40285,     328717,  25936,  -1935,    -53,  -312, -1068, -1082,  -1075,   -156,     71,     84,   4942,   6355,  -2482, 0
     40318,     328717,  25937,  -1938,    -61,  -342, -1042, -1057,  -1054,   -167,     71,     84,   4927,   6537,  -2420, 0
     40350,     328717,  25937,  -1936,    -52,  -323, -1060, -1074,  -1069,   -185,     71,     83,   4992,   6435,  -2450, 0
     40382,     328717,  25936,  -1939,    -60,  -313, -1058, -1074,  -1068,   -258,     63,     80,   4800,   6397,  -2487, 0
     40415,     328717,  25938,  -1932,    -53,  -317, -1047, -1063,  -1057,    -49,     57,     90,   4927,   6450,  -2487, 0
     40447,     328717,  25937,  -1942,    -53,  -335, -1047, -1063,  -1057,   -204,     60,     75,   4960,   6477,  -2462, 0
     40479,     328717,  25937,  -1949,    -52,  -302, -1042, -1059,  -1054,   -181,     72,     84,   4910,   6322,  -2455, 0
     40512,     328717,  25938,  -1943,    -50,  -326, -1065, -1080,  -1074,    -91,     66,     85,   5035,   6412,  -2462, 0
     40544,     328717,  25939,  -1944,    -66,  -303, -1050, -1060,  -1053,   -212,     67,     83,   4987,   6462,  -2450, 0
     40576,     328717,  25939,  -1936,    -57,  -303, -1067, -1082,  -1075,   -162,     97,     77,   4987,   6350,  -2387, 0
     40609,     328717,  25937,  -1940,    -62,  -312, -1062, -1077,  -1072,   -140,     90,     86,   4887,   6337,  -2482, 0
     40641,     328717,  25938,  -1940,    -40,  -310, -1053, -1069,  -1062,   -190,     86,     71,   4895,   6467,  -2507, 0
     40673,     328717,  25936,  -1935,    -53,  -326, -1056, -1072,  -1067,   -138,     85,     81,   4915,   6495,  -2535, 0
     40706,     328717,  25938,  -1944,    -50,  -328, -1069, -1081,  -1070,   -158,     87,     76,   4937,   6440,  -2425, 0
     40738,     328717,  25937,  -1957,    -56,  -303, -1069, -1083,  -1076,   -166,     81,     89,   4997,   6365,  -2445, 0
     40770,     328717,  25938,  -1942,    -46,  -329, -1055, -1072,  -1065,   -148,     60,     80,   4932,   6430,  -2492, 0
     40803,     328717,  25937,  -1947,    -51,  -320, -1066, -1080,  -1074,   -169,     55,     82,   4960,   6445,  -2492, 0
     40835,     328717,  25938,  -1942,    -54,  -327, -1061, -1070,  -1060,   -138,     79,     88,   4867,   6227,  -2507, 0
