BMP180: ac1=  7165, ac2= -1052, ac3=-14491, b1=  6515, b2=    36, mb=-32768, mc=-11786, md=  2719, ac4=33785, ac5=25165, ac6=17901
t, p, T, ax, ay, az, arx, ary, arz, gx, gy, gz, mx, my, mz, fs
      4038,         -1,  32767,   -111,  -1112, -1822,  -984, -1055,  -1063,    417,  -4967,   3147,   1245,   4030,   3837, 0
      4038,         -1,  32767,   -127,  -1109, -1820,  -986, -1057,  -1065,    419,  -4992,   3189,   1245,   4030,   3837, 0
      4039,         -1,  32767,   -127,  -1109, -1820,  -990, -1061,  -1068,    417,  -5021,   3219,   1245,   4030,   3837, 0
      4040,         -1,  32767,   -149,  -1125, -1794,  -991, -1062,  -1069,    414,  -5046,   3256,   1502,   4045,   3667, 0
      4040,         -1,  32767,   -172,  -1136, -1800,  -992, -1062,  -1062,    411,  -5084,   3310,   1502,   4045,   3667, 0
      4041,         -1,  32767,   -172,  -1136, -1800,  -986, -1061,  -1069,    409,  -5110,   3344,   1502,   4045,   3667, 0
      4041,         -1,  32767,   -185,  -1164, -1832,  -992, -1064,  -1069,    404,  -5148,   3383,   1502,   4045,   3667, 0
      4042,         -1,  32767,   -185,  -1164, -1832,  -988, -1050,  -1049,    393,  -5180,   3420,   1502,   4045,   3667, 0
      4042,         -1,  32767,   -196,  -1176, -1836,  -968, -1040,  -1049,    390,  -5217,   3458,   1502,   4045,   3667, 0
      4043,         -1,  32767,   -210,  -1206, -1844,  -970, -1042,  -1051,    394,  -5234,   3491,   1502,   4045,   3667, 0
      4044,         -1,  32767,   -210,  -1206, -1844,  -976, -1046,  -1056,    403,  -5274,   3532,   1502,   4045,   3667, 0
      4044,         -1,  32767,   -240,  -1243, -1833,  -979, -1049,  -1057,    422,  -5304,   3568,   1502,   4045,   3667, 0
      4045,         -1,  32767,   -240,  -1243, -1833,  -983, -1053,  -1062,    448,  -5358,   3601,   1502,   4045,   3667, 0
      4045,         -1,  32767,   -254,  -1277, -1824,  -984, -1055,  -1063,    470,  -5385,   3630,   1502,   4045,   3667, 0
      4046,         -1,  32767,   -272,  -1309, -1830,  -987, -1059,  -1067,    497,  -5412,   3663,   1502,   4045,   3667, 0
      4047,         -1,  32767,   -272,  -1309, -1830,  -988, -1060,  -1067,    531,  -5451,   3699,   1502,   4045,   3667, 0
      4047,         -1,  32767,   -294,  -1326, -1845,  -992, -1063,  -1070,    557,  -5461,   3729,   1502,   4045,   3667, 0
      4048,         -1,  32767,   -294,  -1326, -1845,  -992, -1062,  -1063,    583,  -5497,   3768,   1502,   4045,   3667, 0
      4048,         -1,  32767,   -316,  -1339, -1864,  -985, -1046,  -1048,    612,  -5555,   3799,   1502,   4045,   3667, 0
      4049,         -1,  32767,   -316,  -1339, -1864,  -968, -1039,  -1049,    642,  -5585,   3835,   1502,   4045,   3667, 0
      4050,         -1,  32767,   -348,  -1367, -1870,  -973, -1044,  -1053,    670,  -5602,   3868,   1497,   4025,   3760, 0
      4050,         -1,  32767,   -369,  -1369, -1860,  -976, -1046,  -1055,    719,  -5690,   3924,   1497,   4025,   3760, 0
      4051,         -1,  32767,   -369,  -1369, -1860,  -967, -1043,  -1052,    752,  -5775,   3965,   1497,   4025,   3760, 0
      4051,         -1,  32767,   -397,  -1364, -1864,  -975, -1045,  -1054,    782,  -5833,   4002,   1497,   4025,   3760, 0
      4052,     334610,  25606,   -423,  -1379, -1868,  -979, -1049,  -1057,    823,  -5882,   4047,   1497,   4025,   3760, 0
      4053,         -1,  32767,   -459,  -1387, -1873,  -981, -1051,  -1060,    885,  -5936,   4119,   1497,   4025,   3760, 0
      4054,         -1,  32767,   -459,  -1387, -1873,  -971, -1039,  -1049,    932,  -5986,   4169,   1497,   4025,   3760, 0
      4054,         -1,  32767,   -494,  -1385, -1869,  -970, -1041,  -1049,    972,  -6039,   4222,   1497,   4025,   3760, 0
      4055,         -1,  32767,   -494,  -1385, -1869,  -975, -1045,  -1054,    999,  -6082,   4268,   1497,   4025,   3760, 0
      4055,         -1,  32767,   -540,  -1382, -1875,  -979, -1049,  -1058,   1032,  -6125,   4332,   1497,   4025,   3760, 0
      4056,         -1,  32767,   -580,  -1377, -1866,  -981, -1052,  -1061,   1070,  -6145,   4399,   1497,   4025,   3760, 0
      4056,         -1,  32767,   -580,  -1377, -1866,  -984, -1055,  -1064,   1113,  -6179,   4465,   1497,   4025,   3760, 0
      4057,         -1,  32767,   -613,  -1382, -1867,  -987, -1057,  -1065,   1147,  -6250,   4523,   1497,   4025,   3760, 0
      4058,         -1,  32767,   -613,  -1382, -1867,  -989, -1060,  -1068,   1185,  -6351,   4595,   1497,   4025,   3760, 0
      4058,         -1,  32767,   -664,  -1397, -1877,  -991, -1061,  -1069,   1222,  -6432,   4673,   1497,   4025,   3760, 0
      4059,         -1,  32767,   -664,  -1397, -1877,  -993, -1063,  -1069,   1255,  -6507,   4737,   1497,   4025,   3760, 0
      4060,         -1,  32767,   -708,  -1409, -1877,  -988, -1050,  -1049,   1296,  -6586,   4816,   1610,   4025,   3740, 0
      4060,         -1,  32767,   -752,  -1423, -1863,  -969, -1040,  -1049,   1361,  -6702,   4924,   1610,   4025,   3740, 0
      4061,         -1,  32767,   -752,  -1423, -1863,  -990, -1061,  -1060,   1399,  -6773,   4993,   1610,   4025,   3740, 0
      4061,         -1,  32767,   -817,  -1455, -1864,  -977, -1039,  -1049,   1440,  -6864,   5075,   1610,   4025,   3740, 0
      4062,         -1,  32767,   -863,  -1496, -1855,  -971, -1041,  -1049,   1484,  -6963,   5159,   1610,   4025,   3740, 0
      4063,         -1,  32767,   -863,  -1496, -1855,  -975, -1045,  -1054,   1520,  -7049,   5227,   1610,   4025,   3740, 0
      4063,         -1,  32767,   -926,  -1529, -1847,  -979, -1048,  -1057,   1572,  -7166,   5318,   1610,   4025,   3740, 0
      4064,         -1,  32767,   -926,  -1529, -1847,  -982, -1053,  -1061,   1628,  -7279,   5412,   1610,   4025,   3740, 0
      4064,         -1,  32767,   -986,  -1577, -1844,  -985, -1055,  -1063,   1691,  -7387,   5495,   1610,   4025,   3740, 0
      4065,         -1,  32767,  -1041,  -1652, -1851,  -987, -1057,  -1065,   1742,  -7472,   5567,   1610,   4025,   3740, 0
      4065,         -1,  32767,  -1041,  -1652, -1851,  -988, -1059,  -1068,   1808,  -7577,   5647,   1610,   4025,   3740, 0
      4066,         -1,  32767,  -1075,  -1733, -1851,  -992, -1063,  -1070,   1887,  -7690,   5736,   1610,   4025,   3740, 0
      4067,         -1,  32767,  -1075,  -1733, -1851,  -992, -1061,  -1062,   1980,  -7804,   5818,   1610,   4025,   3740, 0
      4067,         -1,  32767,  -1126,  -1818, -1823,  -982, -1045,  -1048,   2066,  -7898,   5876,   1610,   4025,   3740, 0
      4068,         -1,  32767,  -1176,  -1900, -1829,  -970, -1042,  -1051,   2172,  -8022,   5957,   1610,   4025,   3740, 0
      4068,         -1,  32767,  -1176,  -1900, -1829,  -975, -1044,  -1052,   2280,  -8149,   6037,   1610,   4025,   3740, 0
      4069,         -1,  32767,  -1233,  -1980, -1860,  -980, -1049,  -1057,   2394,  -8274,   6101,   1610,   4025,   3740, 0
      4070,         -1,  32767,  -1233,  -1980, -1860,  -982, -1052,  -1060,   2480,  -8373,   6134,   1840,   3900,   3725, 0
      4070,         -1,  32767,  -1305,  -2060, -1889,  -985, -1055,  -1063,   2628,  -8533,   6164,   1840,   3900,   3725, 0
      4071,         -1,  32767,  -1374,  -2145, -1889,  -979, -1052,  -1059,   2744,  -8649,   6195,   1840,   3900,   3725, 0
      4071,         -1,  32767,  -1374,  -2145, -1889,  -985, -1054,  -1062,   2842,  -8746,   6234,   1840,   3900,   3725, 0
      4072,         -1,  32767,  -1453,  -2185, -1864,  -987, -1057,  -1064,   2975,  -8873,   6297,   1840,   3900,   3725, 0
      4073,         -1,  32767,  -1453,  -2185, -1864,  -990, -1060,  -1067,   3114,  -9005,   6369,   1840,   3900,   3725, 0
      4073,         -1,  32767,  -1514,  -2212, -1849,  -992, -1062,  -1069,   3223,  -9113,   6437,   1840,   3900,   3725, 0
      4074,         -1,  32767,  -1585,  -2237, -1844,  -993, -1063,  -1069,   3351,  -9247,   6543,   1840,   3900,   3725, 0
      4074,         -1,  32767,  -1585,  -2237, -1844,  -994, -1056,  -1054,   3454,  -9356,   6629,   1840,   3900,   3725, 0
      4075,         -1,  32767,  -1650,  -2258, -1828,  -975, -1041,  -1049,   3615,  -9527,   6728,   1840,   3900,   3725, 0
      4076,         -1,  32767,  -1650,  -2258, -1828,  -973, -1043,  -1051,   3727,  -9646,   6793,   1840,   3900,   3725, 0
      4076,         -1,  32767,  -1711,  -2300, -1807,  -978, -1047,  -1055,   3867,  -9796,   6865,   1840,   3900,   3725, 0
      4077,         -1,  32767,  -1768,  -2336, -1787,  -981, -1049,  -1058,   4008,  -9941,   6938,   1840,   3900,   3725, 0
      4077,         -1,  32767,  -1768,  -2336, -1787,  -984, -1054,  -1060,   4125, -10051,   6995,   1840,   3900,   3725, 0
      4078,     334610,  25606,  -1843,  -2361, -1784,  -986, -1056,  -1064,   4271, -10197,   7074,   1840,   3900,   3725, 0
      4079,         -1,  32767,  -1912,  -2391, -1755,  -990, -1059,  -1065,   4474, -10409,   7186,   1840,   3900,   3725, 0
      4079,         -1,  32767,  -1912,  -2391, -1755,  -973, -1049,  -1055,   4625, -10558,   7265,   1840,   3900,   3725, 0
      4080,         -1,  32767,  -1985,  -2432, -1780,  -982, -1051,  -1059,   4777, -10706,   7339,   1740,   4030,   3657, 0
      4081,         -1,  32767,  -2035,  -2460, -1778,  -985, -1055,  -1062,   4954, -10886,   7423,   1740,   4030,   3657, 0
      4081,         -1,  32767,  -2035,  -2460, -1778,  -978, -1051,  -1057,   5094, -11039,   7497,   1740,   4030,   3657, 0
      4082,         -1,  32767,  -2106,  -2481, -1786,  -984, -1054,  -1060,   5235, -11203,   7575,   1740,   4030,   3657, 0
      4083,         -1,  32767,  -2106,  -2481, -1786,  -987, -1057,  -1064,   5377, -11362,   7651,   1740,   4030,   3657, 0
      4083,         -1,  32767,  -2181,  -2526, -1797,  -988, -1059,  -1065,   5485, -11484,   7710,   1740,   4030,   3657, 0
      4084,         -1,  32767,  -2244,  -2563, -1801,  -993, -1063,  -1069,   5611, -11634,   7785,   1740,   4030,   3657, 0
      4084,         -1,  32767,  -2244,  -2563, -1801,  -993, -1063,  -1067,   5700, -11746,   7849,   1740,   4030,   3657, 0
      4085,         -1,  32767,  -2309,  -2566, -1842,  -988, -1048,  -1048,   5807, -11882,   7931,   1740,   4030,   3657, 0
      4085,         -1,  32767,  -2309,  -2566, -1842,  -970, -1041,  -1049,   5922, -12021,   8008,   1740,   4030,   3657, 0
      4086,         -1,  32767,  -2383,  -2600, -1864,  -975, -1044,  -1052,   6051, -12171,   8085,   1740,   4030,   3657, 0
      4087,         -1,  32767,  -2456,  -2676, -1856,  -978, -1047,  -1055,   6190, -12333,   8167,   1740,   4030,   3657, 0
      4087,         -1,  32767,  -2456,  -2676, -1856,  -982, -1052,  -1059,   6309, -12453,   8225,   1740,   4030,   3657, 0
      4088,         -1,  32767,  -2518,  -2771, -1845,  -984, -1054,  -1061,   6462, -12602,   8288,   1740,   4030,   3657, 1
      4088,         -1,  32767,  -2518,  -2771, -1845,  -988, -1057,  -1064,   6619, -12751,   8353,   1740,   4030,   3657, 1
      4089,         -1,  32767,  -2578,  -2877, -1878,  -984, -1061,  -1068,   6742, -12872,   8402,   1740,   4030,   3657, 1
      4090,         -1,  32767,  -2640,  -2972, -1889,  -986, -1054,  -1052,   6889, -13016,   8447,   1905,   4207,   3677, 1
      4090,         -1,  32767,  -2640,  -2972, -1889,  -978, -1040,  -1047,   7079, -13200,   8499,   1905,   4207,   3677, 1
      4091,         -1,  32767,  -2685,  -3076, -1897,  -991, -1064,  -1068,   7185, -13301,   8528,   1905,   4207,   3677, 1
      4092,         -1,  32767,  -2746,  -3178, -1942,  -991, -1052,  -1049,   7317, -13421,   8571,   1905,   4207,   3677, 1
      4092,         -1,  32767,  -2746,  -3178, -1942,  -971, -1040,  -1048,   7453, -13537,   8609,   1905,   4207,   3677, 1
      4093,         -1,  32767,  -2818,  -3268, -1974,  -973, -1044,  -1050,   7600, -13652,   8641,   1905,   4207,   3677, 1
      4093,         -1,  32767,  -2818,  -3268, -1974,  -976, -1045,  -1053,   7725, -13753,   8656,   1905,   4207,   3677, 1
      4094,         -1,  32767,  -2914,  -3373, -1971,  -980, -1049,  -1056,   7897, -13883,   8675,   1905,   4207,   3677, 1
      4094,         -1,  32767,  -3031,  -3494, -1980,  -982, -1052,  -1059,   8068, -14010,   8692,   1905,   4207,   3677, 1
      4095,         -1,  32767,  -3031,  -3494, -1980,  -984, -1054,  -1060,   8194, -14109,   8698,   1905,   4207,   3677, 1
      4096,         -1,  32767,  -3114,  -3570, -1995,  -994, -1063,  -1068,   8333, -14235,   8700,   1905,   4207,   3677, 1
      4096,         -1,  32767,  -3114,  -3570, -1995,  -994, -1063,  -1060,   8459, -14361,   8707,   1905,   4207,   3677, 1
      4097,         -1,  32767,  -3193,  -3626, -1981,  -981, -1043,  -1046,   8563, -14484,   8719,   1905,   4207,   3677, 1
      4097,         -1,  32767,  -3193,  -3626, -1981,  -971, -1042,  -1048,   8640, -14584,   8730,   1905,   4207,   3677, 1
      4098,         -1,  32767,  -3281,  -3647, -1963,  -976, -1045,  -1051,   8739, -14712,   8736,   1905,   4207,   3677, 1
      4099,         -1,  32767,  -3369,  -3681, -1954,  -978, -1047,  -1053,   8855, -14844,   8742,   1905,   4207,   3677, 1
      4099,         -1,  32767,  -3369,  -3681, -1954,  -981, -1049,  -1056,   8960, -14949,   8741,   1905,   4207,   3677, 1
      4100,         -1,  32767,  -3430,  -3742, -1930,  -983, -1053,  -1059,   9108, -15083,   8734,   2235,   4227,   3572, 1
      4101,         -1,  32767,  -3496,  -3806, -1928,  -986, -1056,  -1062,   9328, -15265,   8733,   2235,   4227,   3572, 1
      4101,         -1,  32767,  -3496,  -3806, -1928,  -979, -1052,  -1057,   9449, -15354,   8730,   2235,   4227,   3572, 1
      4102,         -1,  32767,  -3572,  -3841, -1954,  -986, -1055,  -1060,   9590, -15469,   8725,   2235,   4227,   3572, 1
      4102,         -1,  32767,  -3572,  -3841, -1954,  -987, -1057,  -1061,   9712, -15590,   8721,   2235,   4227,   3572, 1
      4103,         -1,  32767,  -3652,  -3883, -1956,  -990, -1059,  -1063,   9810, -15714,   8715,   2235,   4227,   3572, 1
      4103,         -1,  32767,  -3723,  -3927, -1955,  -992, -1062,  -1065,   9877, -15811,   8705,   2235,   4227,   3572, 1
      4104,     334606,  25606,  -3723,  -3927, -1955,  -994, -1063,  -1066,   9945, -15927,   8686,   2235,   4227,   3572, 1
      4105,         -1,  32767,  -3778,  -3941, -1998,  -995, -1064,  -1067,  10034, -16079,   8657,   2235,   4227,   3572, 1
      4105,         -1,  32767,  -3840,  -3991, -2046,  -982, -1056,  -1059,  10109, -16183,   8640,   2235,   4227,   3572, 1
      4106,         -1,  32767,  -3840,  -3991, -2046,  -988, -1057,  -1061,  10187, -16262,   8623,   2235,   4227,   3572, 1
      4107,         -1,  32767,  -3877,  -4063, -2070,  -991, -1060,  -1063,  10320, -16384,   8587,   2235,   4227,   3572, 1
      4107,         -1,  32767,  -3877,  -4063, -2070,  -992, -1062,  -1065,  10419, -16466,   8551,   2235,   4227,   3572, 1
      4108,         -1,  32767,  -3903,  -4170, -2078,  -994, -1064,  -1067,  10547, -16575,   8492,   2235,   4227,   3572, 1
      4108,         -1,  32767,  -3930,  -4231, -2067,  -996, -1063,  -1059,  10674, -16694,   8422,   2235,   4227,   3572, 1
      4109,         -1,  32767,  -3930,  -4231, -2067,  -982, -1045,  -1046,  10775, -16795,   8363,   2235,   4227,   3572, 1
      4110,         -1,  32767,  -3951,  -4317, -2074,  -972, -1042,  -1047,  10895, -16924,   8286,   2285,   4270,   3460, 1
      4110,         -1,  32767,  -3988,  -4328, -2139,  -977, -1045,  -1051,  11029, -17074,   8181,   2285,   4270,   3460, 1
      4111,         -1,  32767,  -3988,  -4328, -2139,  -973, -1040,  -1047,  11080, -17152,   8123,   2285,   4270,   3460, 1
