BMP180: ac1=  7165, ac2= -1052, ac3=-14491, b1=  6515, b2=    36, mb=-32768, mc=-11786, md=  2719, ac4=33785, ac5=25165, ac6=17901
t, p, T, ax, ay, az, arx, ary, arz, gx, gy, gz, mx, my, mz, fs
      4824,         -1,  32767,  -1879,   -220,  -615, -1061, -1077,  -1076,   -902,    826,    565,   4572,   2095,    535, 0
      4825,         -1,  32767,  -1879,   -220,  -615, -1040, -1058,  -1059,   -955,    757,    625,   4572,   2095,    535, 0
      4825,         -1,  32767,  -1910,   -158,  -533, -1056, -1072,  -1072,   -970,    734,    693,   4572,   2095,    535, 0
      4826,         -1,  32767,  -1910,   -158,  -533, -1064, -1080,  -1077,   -840,    803,    728,   4572,   2095,    535, 0
      4827,         -1,  32767,  -2670,   -299, -1178, -1049, -1064,  -1066,   -761,    944,    794,   4572,   2095,    535, 0
      4827,         -1,  32767,  -4083,   -278, -2171, -1060, -1077,  -1076,   -846,   1146,    942,   4572,   2095,    535, 1
      4828,         -1,  32767,  -4083,   -278, -2171, -1041, -1059,  -1059,  -1007,   1474,   1171,   4572,   2095,    535, 1
      4828,         -1,  32767,  -2297,    403, -1198, -1058, -1074,  -1074,  -1076,   1713,   1292,   4572,   2095,    535, 0
      4829,         -1,  32767,  -2297,    403, -1198, -1047, -1064,  -1065,  -1043,   1779,   1192,   4572,   2095,    535, 0
      4830,         -1,  32767,  -1308,   -501,  -702, -1062, -1078,  -1077,   -953,   1718,    951,   4572,   2095,    535, 0
      4830,         -1,  32767,  -1344,  -1119,  -455, -1051, -1068,  -1068,   -811,   1549,    534,   4572,   2095,    535, 0
      4831,      83145,  26028,  -1344,  -1119,  -455, -1045, -1057,  -1059,   -695,   1354,    109,   4572,   2095,    535, 0
      4832,         -1,  32767,  -1152,  -1069,  -448, -1060, -1077,  -1075,   -647,   1246,   -261,   4572,   2095,    535, 0
      4832,         -1,  32767,  -1327,   -770,  -955, -1040, -1056,  -1059,   -719,   1324,   -269,   4485,   2090,    440, 0
      4833,         -1,  32767,  -1327,   -770,  -955, -1060, -1076,  -1074,  -1032,   1545,     78,   4485,   2090,    440, 0
      4834,         -1,  32767,  -2104,   -193, -1458, -1045, -1061,  -1062,  -1661,   1695,    752,   4485,   2090,    440, 0
      4834,         -1,  32767,  -3420,   1018, -1737, -1062, -1078,  -1077,  -2395,   1725,   1574,   4485,   2090,    440, 0
      4835,         -1,  32767,  -3420,   1018, -1737, -1051, -1068,  -1069,  -2806,   1684,   2087,   4485,   2090,    440, 0
      4835,         -1,  32767,  -2866,    716,  -746, -1065, -1080,  -1072,  -3003,   1597,   2358,   4485,   2090,    440, 0
      4836,         -1,  32767,  -2866,    716,  -746, -1055, -1072,  -1071,  -2965,   1507,   2239,   4485,   2090,    440, 0
      4837,         -1,  32767,  -1684,   -530,  -260, -1047, -1057,  -1058,  -2902,   1462,   1931,   4485,   2090,    440, 0
      4837,         -1,  32767,  -1786,   -384,  -800, -1057, -1074,  -1074,  -2900,   1459,   1712,   4485,   2090,    440, 0
      4838,         -1,  32767,  -1786,   -384,  -800, -1044, -1060,  -1061,  -2926,   1457,   1593,   4485,   2090,    440, 0
      4838,         -1,  32767,  -2058,    -30,  -921, -1060, -1076,  -1075,  -2921,   1455,   1605,   4485,   2090,    440, 0
      4839,      83143,  26028,  -2058,    -30,  -921, -1048, -1063,  -1064,  -2878,   1435,   1669,   4485,   2090,    440, 0
      4840,         -1,  32767,  -1904,   -266,  -784, -1062, -1078,  -1077,  -2818,   1372,   1729,   4485,   2090,    440, 0
      4840,         -1,  32767,  -1823,   -368,  -767, -1040, -1057,  -1060,  -2780,   1284,   1730,   4485,   2090,    440, 0
      4841,         -1,  32767,  -1823,   -368,  -767, -1059, -1075,  -1075,  -2751,   1232,   1719,   4485,   2090,    440, 0
      4841,         -1,  32767,  -1888,   -343,  -790, -1045, -1060,  -1061,  -2679,   1183,   1718,   4485,   2090,    440, 0
      4842,         -1,  32767,  -1862,   -345,  -858, -1060, -1077,  -1076,  -2560,   1149,   1701,   4465,   1920,    570, 0
      4843,         -1,  32767,  -1862,   -345,  -858, -1048, -1065,  -1066,  -2392,   1132,   1627,   4465,   1920,    570, 0
      4843,         -1,  32767,  -1849,   -480,  -805, -1062, -1077,  -1078,  -2235,   1141,   1556,   4465,   1920,    570, 0
      4844,         -1,  32767,  -1804,   -450,  -792, -1049, -1065,  -1067,  -2052,   1164,   1484,   4465,   1920,    570, 0
      4845,         -1,  32767,  -1804,   -450,  -792, -1064, -1082,  -1076,  -1889,   1187,   1412,   4465,   1920,    570, 0
      4845,         -1,  32767,  -1838,   -484,  -765, -1053, -1070,  -1070,  -1691,   1212,   1311,   4465,   1920,    570, 0
      4846,         -1,  32767,  -1838,   -484,  -765, -1054, -1062,  -1056,  -1511,   1233,   1222,   4465,   1920,    570, 0
      4846,         -1,  32767,  -1820,   -512,  -763, -1057, -1074,  -1074,  -1359,   1260,   1133,   4465,   1920,    570, 0
      4847,      83145,  26028,  -1811,   -474,  -859, -1040, -1059,  -1059,  -1264,   1289,   1050,   4465,   1920,    570, 0
      4848,         -1,  32767,  -1811,   -474,  -859, -1060, -1077,  -1076,  -1146,   1374,    889,   4465,   1920,    570, 0
      4848,         -1,  32767,  -1839,   -434,  -852, -1049, -1057,  -1057,  -1121,   1420,    840,   4465,   1920,    570, 0
      4849,         -1,  32767,  -1854,   -253,  -807, -1057, -1074,  -1073,  -1115,   1464,    809,   4465,   1920,    570, 0
      4850,         -1,  32767,  -1854,   -253,  -807, -1041, -1059,  -1059,  -1109,   1485,    802,   4465,   1920,    570, 0
      4850,         -1,  32767,  -1910,   -184,  -759, -1060, -1076,  -1075,  -1074,   1519,    806,   4465,   1920,    570, 0
      4851,         -1,  32767,  -1910,   -184,  -759, -1046, -1062,  -1064,  -1012,   1550,    802,   4465,   1920,    570, 0
      4851,         -1,  32767,  -1940,   -225,  -764, -1062, -1079,  -1077,   -894,   1600,    763,   4465,   1920,    570, 0
      4852,         -1,  32767,  -1871,   -359,  -779, -1050, -1068,  -1068,   -728,   1656,    689,   4395,   1995,    467, 0
      4853,         -1,  32767,  -1871,   -359,  -779, -1064, -1075,  -1065,   -525,   1716,    570,   4395,   1995,    467, 0
      4853,         -1,  32767,  -1847,   -409,  -827, -1053, -1071,  -1071,   -388,   1748,    471,   4395,   1995,    467, 0
      4854,         -1,  32767,  -1882,   -322,  -782, -1047, -1057,  -1057,   -283,   1769,    399,   4395,   1995,    467, 0
      4855,      83149,  26028,  -1882,   -322,  -782, -1057, -1074,  -1075,   -218,   1784,    366,   4395,   1995,    467, 0
      4855,         -1,  32767,  -1865,   -236,  -777, -1044, -1061,  -1061,    -88,   1783,    328,   4395,   1995,    467, 0
      4856,         -1,  32767,  -1908,   -238,  -752, -1056, -1072,  -1072,    -22,   1773,    286,   4395,   1995,    467, 0
      4857,         -1,  32767,  -1908,   -238,  -752, -1040, -1058,  -1059,     73,   1774,    221,   4395,   1995,    467, 0
      4857,         -1,  32767,  -1919,   -289,  -742, -1061, -1078,  -1076,    192,   1776,    157,   4395,   1995,    467, 0
      4858,         -1,  32767,  -1919,   -289,  -742, -1049, -1065,  -1067,    330,   1758,     92,   4395,   1995,    467, 0
      4858,         -1,  32767,  -1969,   -244,  -821, -1065, -1081,  -1072,    448,   1731,     44,   4395,   1995,    467, 0
      4859,         -1,  32767,  -2077,   -285,  -758, -1055, -1071,  -1071,    601,   1693,      2,   4395,   1995,    467, 0
      4860,         -1,  32767,  -2077,   -285,  -758, -1040, -1057,  -1059,    709,   1681,     -8,   4395,   1995,    467, 0
      4860,         -1,  32767,  -2217,   -184,  -874, -1060, -1077,  -1076,    820,   1715,      1,   4395,   1995,    467, 0
      4861,         -1,  32767,  -2217,   -184,  -874, -1049, -1065,  -1065,    854,   1798,     15,   4395,   1995,    467, 0
      4861,         -1,  32767,  -2557,    -94, -1193, -1065, -1079,  -1071,    849,   1962,     43,   4395,   1995,    467, 0
      4862,         -1,  32767,  -2704,    -10, -1392, -1056, -1073,  -1073,    808,   2166,     65,   4452,   2037,    535, 0
      4863,      83148,  26028,  -2704,    -10, -1392, -1041, -1059,  -1060,    710,   2411,     63,   4452,   2037,    535, 0
      4864,         -1,  32767,  -2666,    -54, -1383, -1061, -1077,  -1078,    513,   2688,     78,   4452,   2037,    535, 0
      4864,         -1,  32767,  -2549,    -48, -1308, -1042, -1061,  -1061,    403,   2796,    130,   4452,   2037,    535, 0
      4865,         -1,  32767,  -2437,     87, -1288, -1062, -1079,  -1077,    271,   2909,    220,   4452,   2037,    535, 0
      4865,         -1,  32767,  -2437,     87, -1288, -1054, -1072,  -1072,    142,   3013,    309,   4452,   2037,    535, 0
      4866,         -1,  32767,  -2420,     50, -1222, -1039, -1056,  -1057,     40,   3079,    348,   4452,   2037,    535, 0
      4866,         -1,  32767,  -2420,     50, -1222, -1061, -1077,  -1076,    -84,   3137,    360,   4452,   2037,    535, 0
      4867,         -1,  32767,  -2450,    -30, -1177, -1049, -1067,  -1068,   -195,   3185,    374,   4452,   2037,    535, 0
      4868,         -1,  32767,  -2450,    -30, -1177, -1056, -1063,  -1055,   -293,   3239,    406,   4452,   2037,    535, 0
      4868,         -1,  32767,  -2487,     42, -1192, -1059, -1075,  -1075,   -367,   3287,    441,   4452,   2037,    535, 0
      4869,         -1,  32767,  -2551,     35, -1186, -1049, -1065,  -1067,   -444,   3354,    481,   4452,   2037,    535, 0
      6391,      82830,  32767,  -2551,     35, -1186, -1062, -1075,  -1066,   -501,   3414,    513,   4452,   2037,    535, 0
      4870,         -1,  32767,  -2601,     16, -1191, -1059, -1075,  -1075,   -569,   3511,    564,   4452,   2037,    535, 0
      4871,      83148,  26028,  -2601,     16, -1191, -1047, -1063,  -1063,   -598,   3575,    590,   4452,   2037,    535, 0
      4871,         -1,  32767,  -2628,      3, -1175, -1065, -1080,  -1072,   -610,   3671,    634,   4452,   2037,    535, 0
      4872,         -1,  32767,  -2647,    -21, -1158, -1052, -1070,  -1070,   -594,   3699,    659,   4415,   2052,    570, 0
      4873,         -1,  32767,  -2678,    -31, -1110, -1041, -1059,  -1060,   -553,   3719,    686,   4415,   2052,    570, 0
      4873,         -1,  32767,  -2678,    -31, -1110, -1062, -1078,  -1078,   -531,   3730,    700,   4415,   2052,    570, 0
      4874,         -1,  32767,  -2738,    -24, -1067, -1053, -1071,  -1071,   -518,   3739,    713,   4415,   2052,    570, 0
      4875,         -1,  32767,  -2777,    -14, -1026, -1042, -1059,  -1061,   -500,   3759,    732,   4415,   2052,    570, 0
      4875,         -1,  32767,  -2777,    -14, -1026, -1063, -1080,  -1077,   -482,   3788,    759,   4415,   2052,    570, 0
      4876,         -1,  32767,  -2828,    -10, -1002, -1056, -1072,  -1072,   -461,   3815,    786,   4415,   2052,    570, 0
      4876,         -1,  32767,  -2828,    -10, -1002, -1047, -1063,  -1064,   -428,   3860,    823,   4415,   2052,    570, 0
      4877,         -1,  32767,  -2866,     12, -1037, -1063, -1074,  -1064,   -392,   3916,    872,   4415,   2052,    570, 0
      4878,         -1,  32767,  -2866,     12, -1037, -1059, -1076,  -1076,   -367,   3966,    927,   4415,   2052,    570, 0
      4878,         -1,  32767,  -2912,     52, -1035, -1051, -1068,  -1069,   -355,   4000,    975,   4415,   2052,    570, 0
      4879,      83146,  26028,  -2988,     92,  -993, -1044, -1056,  -1057,   -348,   4032,   1036,   4415,   2052,    570, 0
      4880,         -1,  32767,  -3044,     88,  -970, -1062, -1078,  -1077,   -347,   4085,   1112,   4415,   2052,    570, 0
      4880,         -1,  32767,  -3044,     88,  -970, -1050, -1069,  -1069,   -333,   4125,   1147,   4415,   2052,    570, 0
      4881,         -1,  32767,  -3086,     52,  -987, -1040, -1059,  -1060,   -300,   4175,   1164,   4415,   2052,    570, 0
      4881,         -1,  32767,  -3086,     52,  -987, -1062, -1079,  -1078,   -273,   4217,   1167,   4415,   2052,    570, 0
      4882,         -1,  32767,  -3138,     21, -1009, -1057, -1074,  -1074,   -241,   4270,   1171,   4415,   2052,    570, 0
      4883,         -1,  32767,  -3193,     44,  -994, -1049, -1064,  -1065,   -223,   4324,   1182,   4410,   2057,    695, 0
      4883,         -1,  32767,  -3193,     44,  -994, -1044, -1057,  -1057,   -219,   4413,   1210,   4410,   2057,    695, 0
      4884,         -1,  32767,  -3229,     58,  -996, -1063, -1078,  -1079,   -215,   4477,   1234,   4410,   2057,    695, 0
      4884,         -1,  32767,  -3259,     63, -1037, -1057, -1073,  -1073,   -208,   4562,   1274,   4410,   2057,    695, 0
      4885,         -1,  32767,  -3259,     63, -1037, -1050, -1068,  -1069,   -198,   4650,   1316,   4410,   2057,    695, 0
      4886,         -1,  32767,  -3270,     59, -1029, -1040, -1058,  -1059,   -191,   4717,   1352,   4410,   2057,    695, 0
      4886,         -1,  32767,  -3270,     59, -1029, -1065, -1080,  -1074,   -196,   4794,   1392,   4410,   2057,    695, 0
      4887,      83145,  26028,  -3304,     51, -1013, -1059, -1076,  -1075,   -199,   4870,   1435,   4410,   2057,    695, 0
      4888,         -1,  32767,  -3333,     53, -1020, -1053, -1071,  -1071,   -202,   4973,   1498,   4410,   2057,    695, 0
      4888,         -1,  32767,  -3333,     53, -1020, -1040, -1057,  -1060,   -206,   5044,   1544,   4410,   2057,    695, 0
      4889,         -1,  32767,  -3375,     22, -1017, -1063, -1080,  -1072,   -205,   5116,   1578,   4410,   2057,    695, 0
      4889,         -1,  32767,  -3422,    -23, -1028, -1061, -1078,  -1077,   -201,   5176,   1598,   4410,   2057,    695, 0
      4890,         -1,  32767,  -3422,    -23, -1028, -1054, -1072,  -1072,   -200,   5243,   1623,   4410,   2057,    695, 0
      4891,         -1,  32767,  -3468,    -43, -1002, -1049, -1065,  -1065,   -205,   5307,   1648,   4410,   2057,    695, 0
      4891,         -1,  32767,  -3468,    -43, -1002, -1040, -1059,  -1059,   -217,   5362,   1672,   4410,   2057,    695, 0
      4892,         -1,  32767,  -3502,    -41,  -970, -1063, -1079,  -1075,   -246,   5430,   1707,   4437,   2065,    602, 0
      4893,         -1,  32767,  -3537,    -80,  -956, -1061, -1077,  -1077,   -293,   5522,   1750,   4437,   2065,    602, 0
      4893,         -1,  32767,  -3537,    -80,  -956, -1056, -1072,  -1074,   -334,   5590,   1766,   4437,   2065,    602, 0
      4894,         -1,  32767,  -3595,   -118,  -950, -1051, -1068,  -1068,   -366,   5639,   1774,   4437,   2065,    602, 0
      4894,         -1,  32767,  -3633,   -170,  -914, -1042, -1059,  -1060,   -396,   5701,   1779,   4437,   2065,    602, 0
      4895,      83146,  26028,  -3633,   -170,  -914, -1057, -1064,  -1056,   -423,   5756,   1786,   4437,   2065,    602, 0
      4896,         -1,  32767,  -3669,   -237,  -888, -1063, -1079,  -1078,   -468,   5840,   1798,   4437,   2065,    602, 0
      4896,         -1,  32767,  -3718,   -260,  -847, -1056, -1072,  -1073,   -502,   5919,   1810,   4437,   2065,    602, 0
      4897,         -1,  32767,  -3718,   -260,  -847, -1049, -1067,  -1067,   -533,   5981,   1819,   4437,   2065,    602, 0
      4898,         -1,  32767,  -3744,   -307,  -825, -1042, -1060,  -1061,   -578,   6048,   1824,   4437,   2065,    602, 0
      4898,         -1,  32767,  -3744,   -307,  -825, -1056, -1064,  -1056,   -635,   6116,   1827,   4437,   2065,    602, 0
      4899,         -1,  32767,  -3809,   -358,  -794, -1063, -1079,  -1078,   -696,   6190,   1819,   4437,   2065,    602, 0
      4899,         -1,  32767,  -3860,   -389,  -764, -1059, -1075,  -1075,   -739,   6257,   1812,   4437,   2065,    602, 0
      4900,         -1,  32767,  -3860,   -389,  -764, -1054, -1072,  -1072,   -795,   6344,   1803,   4437,   2065,    602, 0
      4901,         -1,  32767,  -3897,   -429,  -746, -1049, -1065,  -1065,   -847,   6432,   1788,   4437,   2065,    602, 0
      4901,         -1,  32767,  -3897,   -429,  -746, -1042, -1060,  -1060,   -884,   6502,   1769,   4437,   2065,    602, 0
      4902,         -1,  32767,  -3937,   -483,  -738, -1062, -1071,  -1061,   -945,   6611,   1715,   4437,   2065,    602, 0
      4902,         -1,  32767,  -3999,   -550,  -719, -1062, -1079,  -1078,  -1020,   6743,   1621,   4247,   1977,    737, 1
      4903,      83142,  26028,  -3999,   -550,  -719, -1058, -1075,  -1075,  -1112,   6884,   1494,   4247,   1977,    737, 1
      4904,         -1,  32767,  -4083,   -609,  -673, -1055, -1072,  -1072,  -1191,   6969,   1429,   4247,   1977,    737, 1
      4905,         -1,  32767,  -4197,   -644,  -590, -1047, -1064,  -1064,  -1233,   6978,   1438,   4247,   1977,    737, 1
      4905,         -1,  32767,  -4197,   -644,  -590, -1041, -1060,  -1061,  -1295,   6984,   1463,   4247,   1977,    737, 1
      4906,         -1,  32767,  -4283,   -669,  -534, -1060, -1069,  -1059,  -1382,   7013,   1470,   4247,   1977,    737, 1
      4906,         -1,  32767,  -4297,   -701,  -536, -1063, -1079,  -1078,  -1480,   7065,   1450,   4247,   1977,    737, 1
      4907,         -1,  32767,  -4297,   -701,  -536, -1057, -1075,  -1075,  -1565,   7106,   1425,   4247,   1977,    737, 1
      4907,         -1,  32767,  -4345,   -748,  -515, -1056, -1073,  -1073,  -1671,   7152,   1387,   4247,   1977,    737, 1
      4908,         -1,  32767,  -4345,   -748,  -515, -1050, -1067,  -1068,  -1769,   7195,   1346,   4247,   1977,    737, 1
      4909,         -1,  32767,  -4411,   -822,  -479, -1044, -1060,  -1062,  -1864,   7232,   1296,   4247,   1977,    737, 1
      4909,         -1,  32767,  -4489,   -868,  -444, -1040, -1058,  -1059,  -1932,   7265,   1259,   4247,   1977,    737, 1
      4910,         -1,  32767,  -4489,   -868,  -444, -1064, -1078,  -1072,  -2018,   7310,   1218,   4247,   1977,    737, 1
      4910,         -1,  32767,  -4548,   -892,  -406, -1061, -1078,  -1077,  -2097,   7356,   1179,   4247,   1977,    737, 1
      4911,      83144,  26028,  -4548,   -892,  -406, -1059, -1077,  -1076,  -2153,   7381,   1151,   4247,   1977,    737, 1
      4912,         -1,  32767,  -4625,   -920,  -374, -1055, -1072,  -1072,  -2233,   7399,   1088,   4322,   1897,    845, 1
      4913,         -1,  32767,  -4706,   -943,  -298, -1047, -1065,  -1065,  -2331,   7379,   1015,   4322,   1897,    845, 1
      4913,         -1,  32767,  -4786,   -960,  -189, -1047, -1065,  -1065,  -2405,   7357,    955,   4322,   1897,    845, 1
      4914,         -1,  32767,  -4786,   -960,  -189, -1041, -1059,  -1059,  -2460,   7333,    907,   4322,   1897,    845, 1
      4914,         -1,  32767,  -4871,   -997,  -103, -1054, -1062,  -1056,  -2521,   7302,    853,   4322,   1897,    845, 1
      4915,         -1,  32767,  -4871,   -997,  -103, -1064, -1082,  -1078,  -2578,   7279,    802,   4322,   1897,    845, 1
      4916,         -1,  32767,  -4970,  -1026,   -34, -1061, -1078,  -1077,  -2637,   7250,    742,   4322,   1897,    845, 1
      4916,         -1,  32767,  -5057,  -1026,    56, -1058, -1075,  -1074,  -2700,   7211,    673,   4322,   1897,    845, 1
      4917,         -1,  32767,  -5057,  -1026,    56, -1056, -1072,  -1072,  -2744,   7180,    615,   4322,   1897,    845, 1
      4917,         -1,  32767,  -5124,  -1026,   118, -1051, -1068,  -1069,  -2788,   7138,    552,   4322,   1897,    845, 1
      4918,         -1,  32767,  -5124,  -1026,   118, -1046, -1062,  -1064,  -2830,   7093,    497,   4322,   1897,    845, 1
      4919,      83146,  26028,  -5197,  -1053,   153, -1042, -1060,  -1061,  -2874,   7049,    455,   4322,   1897,    845, 1
      4919,         -1,  32767,  -5309,  -1014,   222, -1046, -1056,  -1057,  -2942,   6959,    411,   4322,   1897,    845, 1
      4920,         -1,  32767,  -5309,  -1014,   222, -1062, -1078,  -1078,  -2993,   6864,    377,   4322,   1897,    845, 1
      4921,         -1,  32767,  -5412,  -1024,   320, -1062, -1080,  -1078,  -3033,   6773,    348,   4322,   1897,    845, 1
      4921,         -1,  32767,  -5506,  -1055,   385, -1059, -1076,  -1075,  -3082,   6644,    315,   4322,   1897,    845, 1
      4922,         -1,  32767,  -5506,  -1055,   385, -1055, -1072,  -1072,  -3120,   6537,    294,   4322,   1897,    845, 1
      4923,         -1,  32767,  -5574,  -1053,   430, -1054, -1072,  -1072,  -3163,   6420,    263,   4257,   2100,    845, 1
      4923,         -1,  32767,  -5615,  -1055,   449, -1049, -1067,  -1068,  -3226,   6279,    234,   4257,   2100,    845, 1
      4924,         -1,  32767,  -5615,  -1055,   449, -1049, -1067,  -1068,  -3264,   6211,    226,   4257,   2100,    845, 1
      4924,         -1,  32767,  -5663,  -1056,   444, -1047, -1063,  -1065,  -3311,   6127,    227,   4257,   2100,    845, 1
      4925,         -1,  32767,  -5663,  -1056,   444, -1041, -1060,  -1060,  -3353,   6046,    230,   4257,   2100,    845, 1
      4925,         -1,  32767,  -5688,  -1055,   448, -1039, -1056,  -1057,  -3385,   5959,    224,   4257,   2100,    845, 1
      4926,         -1,  32767,  -5731,  -1097,   442, -1061, -1070,  -1061,  -3414,   5861,    210,   4257,   2100,    845, 1
      4927,      83145,  26028,  -5731,  -1097,   442, -1063, -1080,  -1077,  -3431,   5776,    194,   4257,   2100,    845, 1
      4928,         -1,  32767,  -5739,  -1140,   444, -1060, -1078,  -1077,  -3445,   5626,    167,   4257,   2100,    845, 1
      4928,         -1,  32767,  -5772,  -1123,   394, -1060, -1076,  -1077,  -3449,   5548,    152,   4257,   2100,    845, 1
