BMP180: ac1=  7165, ac2= -1052, ac3=-14491, b1=  6515, b2=    36, mb=-32768, mc=-11786, md=  2719, ac4=33785, ac5=25165, ac6=17901
t, p, T, ax, ay, az, arx, ary, arz, gx, gy, gz, mx, my, mz, fs
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
         0,          0,      0,      0,      0,     0,     0,     0,      0,      0,      0,      0,      0,      0,      0, 0
