BMP180: ac1=  7165, ac2= -1052, ac3=-14491, b1=  6515, b2=    36, mb=-32768, mc=-11786, md=  2719, ac4=33785, ac5=25165, ac6=17901
t, p, T, ax, ay, az, arx, ary, arz, gx, gy, gz, mx, my, mz, fs
      2604,         -1,  32767,  -1607,   -169, -1612, -1057, -1079,  -1076,   1673,    176,   2487,   3710,   2990,   2405, 0
      2605,         -1,  32767,  -1607,   -169, -1612, -1036, -1058,  -1059,   1717,    192,   2561,   3710,   2990,   2405, 0
      2605,         -1,  32767,  -1595,   -159, -1665, -1047, -1068,  -1069,   1745,    201,   2672,   3710,   2990,   2405, 0
      2606,         -1,  32767,  -1437,    -36, -1578, -1054, -1076,  -1076,   1761,    190,   2800,   3710,   2990,   2405, 0
      2606,         -1,  32767,  -1437,    -36, -1578, -1057, -1072,  -1062,   1783,    183,   2911,   3710,   2990,   2405, 0
      2607,         -1,  32767,  -1384,     48, -1536, -1038, -1059,  -1061,   1855,    159,   3049,   3710,   2990,   2405, 0
      2608,     334325,  32767,  -1384,     48, -1536, -1048, -1070,  -1070,   1983,    147,   3160,   3710,   2990,   2405, 0
      2608,         -1,  32767,  -1591,    -85, -1672, -1054, -1076,  -1076,   2074,    170,   3225,   3710,   2990,   2405, 0
      2609,         -1,  32767,  -1591,    -85, -1672, -1047, -1060,  -1055,   2067,    193,   3262,   3710,   2990,   2405, 0
      2609,         -1,  32767,  -1740,   -215, -1842, -1041, -1062,  -1064,   1971,    210,   3296,   3710,   2990,   2405, 0
      2610,         -1,  32767,  -1685,   -167, -1795, -1050, -1072,  -1072,   1837,    246,   3315,   3710,   2990,   2405, 0
      2611,         -1,  32767,  -1685,   -167, -1795, -1055, -1077,  -1077,   1711,    285,   3333,   3710,   2990,   2405, 0
      2611,         -1,  32767,  -1525,   -218, -1701, -1033, -1056,  -1056,   1568,    315,   3370,   3710,   2990,   2405, 0
      2612,         -1,  32767,  -1525,   -218, -1701, -1045, -1066,  -1067,   1522,    306,   3434,   3710,   2990,   2405, 0
      2613,         -1,  32767,  -1370,   -100, -1562, -1053, -1074,  -1074,   1611,    278,   3515,   3572,   3082,   2212, 0
      2613,         -1,  32767,  -1475,   -205, -1494, -1058, -1080,  -1076,   1858,    233,   3617,   3572,   3082,   2212, 0
      2614,         -1,  32767,  -1475,   -205, -1494, -1049, -1059,  -1055,   2098,    223,   3696,   3572,   3082,   2212, 0
      2614,         -1,  32767,  -1618,   -265, -1559, -1041, -1062,  -1063,   2307,    246,   3757,   3572,   3082,   2212, 0
      2615,         -1,  32767,  -1715,   -332, -1609, -1049, -1071,  -1071,   2435,    280,   3790,   3572,   3082,   2212, 0
      2615,         -1,  32767,  -1715,   -332, -1609, -1056, -1078,  -1077,   2536,    333,   3813,   3572,   3082,   2212, 0
      2616,         -1,  32767,  -1753,   -399, -1633, -1038, -1055,  -1056,   2584,    378,   3823,   3572,   3082,   2212, 0
      2617,         -1,  32767,  -1753,   -399, -1633, -1043, -1064,  -1067,   2595,    416,   3819,   3572,   3082,   2212, 0
      2617,         -1,  32767,  -1788,   -480, -1610, -1051, -1072,  -1072,   2585,    442,   3811,   3572,   3082,   2212, 0
      2618,         -1,  32767,  -1812,   -546, -1630, -1057, -1078,  -1077,   2556,    464,   3789,   3572,   3082,   2212, 0
      2618,         -1,  32767,  -1812,   -546, -1630, -1033, -1056,  -1059,   2518,    482,   3770,   3572,   3082,   2212, 0
      2619,         -1,  32767,  -1840,   -542, -1614, -1046, -1066,  -1067,   2481,    496,   3760,   3572,   3082,   2212, 0
      2620,         -1,  32767,  -1840,   -542, -1614, -1053, -1074,  -1074,   2423,    512,   3754,   3572,   3082,   2212, 0
      2620,         -1,  32767,  -1903,   -552, -1630, -1058, -1080,  -1077,   2370,    525,   3754,   3572,   3082,   2212, 0
      2621,     334373,  25667,  -1903,   -552, -1630, -1036, -1057,  -1059,   2327,    535,   3764,   3572,   3082,   2212, 0
      2622,         -1,  32767,  -1922,   -537, -1657, -1047, -1069,  -1069,   2294,    549,   3794,   3572,   3082,   2212, 0
      2622,         -1,  32767,  -1945,   -562, -1681, -1041, -1063,  -1064,   2291,    575,   3809,   3572,   3082,   2212, 0
      2623,         -1,  32767,  -1940,   -610, -1691, -1050, -1072,  -1072,   2308,    599,   3814,   3720,   3077,   2342, 0
      2624,         -1,  32767,  -1940,   -610, -1691, -1057, -1079,  -1078,   2364,    641,   3809,   3720,   3077,   2342, 0
      2624,         -1,  32767,  -1934,   -663, -1669, -1055, -1070,  -1062,   2414,    669,   3807,   3720,   3077,   2342, 0
      2625,         -1,  32767,  -1926,   -693, -1655, -1040, -1060,  -1062,   2458,    702,   3800,   3720,   3077,   2342, 0
      2625,         -1,  32767,  -1926,   -693, -1655, -1049, -1070,  -1071,   2498,    753,   3783,   3720,   3077,   2342, 0
      2626,         -1,  32767,  -1941,   -733, -1717, -1055, -1076,  -1076,   2515,    821,   3754,   3720,   3077,   2342, 0
      2627,         -1,  32767,  -1941,   -733, -1717, -1048, -1061,  -1055,   2522,    886,   3719,   3720,   3077,   2342, 0
      2627,         -1,  32767,  -1961,   -747, -1711, -1042, -1063,  -1064,   2530,    932,   3691,   3720,   3077,   2342, 0
      2628,         -1,  32767,  -1977,   -773, -1729, -1049, -1071,  -1072,   2531,    990,   3647,   3720,   3077,   2342, 0
      2628,         -1,  32767,  -1977,   -773, -1729, -1056, -1078,  -1078,   2526,   1037,   3600,   3720,   3077,   2342, 0
      2629,         -1,  32767,  -2014,   -797, -1743, -1038, -1055,  -1056,   2511,   1071,   3564,   3720,   3077,   2342, 0
      2629,         -1,  32767,  -2014,   -797, -1743, -1044, -1064,  -1065,   2474,   1117,   3522,   3720,   3077,   2342, 0
      2630,         -1,  32767,  -2043,   -729, -1706, -1051, -1072,  -1072,   2425,   1158,   3486,   3720,   3077,   2342, 0
      2631,         -1,  32767,  -2043,   -729, -1706, -1057, -1078,  -1077,   2366,   1195,   3453,   3720,   3077,   2342, 0
      2631,         -1,  32767,  -2079,   -680, -1721, -1034, -1057,  -1058,   2310,   1228,   3436,   3720,   3077,   2342, 0
      2632,         -1,  32767,  -2095,   -683, -1733, -1046, -1067,  -1068,   2234,   1262,   3426,   3720,   3077,   2342, 0
      2633,         -1,  32767,  -2095,   -683, -1733, -1052, -1074,  -1074,   2174,   1289,   3418,   3697,   2932,   2415, 0
      2633,         -1,  32767,  -2127,   -645, -1712, -1058, -1078,  -1072,   2056,   1341,   3416,   3697,   2932,   2415, 0
      2634,         -1,  32767,  -2162,   -603, -1694, -1045, -1057,  -1056,   1973,   1370,   3423,   3697,   2932,   2415, 0
      2634,         -1,  32767,  -2162,   -603, -1694, -1042, -1063,  -1064,   1912,   1392,   3434,   3697,   2932,   2415, 0
      2635,         -1,  32767,  -2161,   -577, -1676, -1049, -1072,  -1072,   1841,   1419,   3453,   3697,   2932,   2415, 0
      2635,         -1,  32767,  -2161,   -577, -1676, -1056, -1078,  -1077,   1788,   1448,   3468,   3697,   2932,   2415, 0
      2636,         -1,  32767,  -2152,   -585, -1668, -1033, -1056,  -1057,   1757,   1485,   3472,   3697,   2932,   2415, 0
      2637,         -1,  32767,  -2120,   -616, -1678, -1044, -1065,  -1067,   1737,   1532,   3469,   3697,   2932,   2415, 0
      2637,         -1,  32767,  -2120,   -616, -1678, -1052, -1073,  -1073,   1728,   1571,   3456,   3697,   2932,   2415, 0
      2638,         -1,  32767,  -2108,   -634, -1685, -1056, -1078,  -1078,   1725,   1617,   3439,   3697,   2932,   2415, 0
      2638,         -1,  32767,  -2108,   -634, -1685, -1034, -1056,  -1057,   1731,   1662,   3423,   3697,   2932,   2415, 0
      2639,         -1,  32767,  -2120,   -654, -1697, -1046, -1067,  -1068,   1743,   1698,   3417,   3697,   2932,   2415, 0
      2640,         -1,  32767,  -2134,   -660, -1685, -1053, -1075,  -1075,   1778,   1746,   3420,   3697,   2932,   2415, 0
      2640,         -1,  32767,  -2134,   -660, -1685, -1058, -1079,  -1071,   1824,   1789,   3422,   3697,   2932,   2415, 0
      2641,         -1,  32767,  -2144,   -670, -1697, -1037, -1057,  -1060,   1857,   1823,   3431,   3697,   2932,   2415, 0
      2641,         -1,  32767,  -2144,   -670, -1697, -1049, -1070,  -1071,   1866,   1853,   3436,   3697,   2932,   2415, 0
      2642,         -1,  32767,  -2145,   -667, -1685, -1055, -1076,  -1075,   1865,   1886,   3436,   3697,   2932,   2415, 0
      2643,         -1,  32767,  -2183,   -665, -1670, -1051, -1064,  -1056,   1864,   1918,   3440,   3617,   3070,   2372, 0
      2643,         -1,  32767,  -2183,   -665, -1670, -1040, -1060,  -1062,   1854,   1961,   3450,   3617,   3070,   2372, 0
      2644,         -1,  32767,  -2224,   -642, -1673, -1044, -1065,  -1067,   1836,   1999,   3466,   3617,   3070,   2372, 0
      2644,         -1,  32767,  -2255,   -603, -1679, -1052, -1073,  -1074,   1812,   2027,   3483,   3617,   3070,   2372, 0
      2645,         -1,  32767,  -2255,   -603, -1679, -1057, -1079,  -1078,   1782,   2064,   3497,   3617,   3070,   2372, 0
      2646,         -1,  32767,  -2257,   -592, -1661, -1035, -1056,  -1058,   1760,   2099,   3514,   3617,   3070,   2372, 0
      2646,         -1,  32767,  -2257,   -592, -1661, -1047, -1068,  -1069,   1746,   2137,   3524,   3617,   3070,   2372, 0
      2647,     334381,  25667,  -2275,   -598, -1660, -1054, -1075,  -1075,   1724,   2169,   3530,   3617,   3070,   2372, 0
      2648,         -1,  32767,  -2318,   -637, -1619, -1057, -1072,  -1063,   1683,   2206,   3532,   3617,   3070,   2372, 0
      2648,         -1,  32767,  -2318,   -637, -1619, -1056, -1077,  -1078,   1658,   2235,   3538,   3617,   3070,   2372, 0
      2649,         -1,  32767,  -2320,   -597, -1636, -1032, -1056,  -1057,   1645,   2258,   3548,   3617,   3070,   2372, 0
      2649,         -1,  32767,  -2351,   -548, -1615, -1045, -1065,  -1067,   1631,   2288,   3563,   3617,   3070,   2372, 0
      2650,         -1,  32767,  -2351,   -548, -1615, -1052, -1073,  -1074,   1616,   2316,   3588,   3617,   3070,   2372, 0
      2651,         -1,  32767,  -2375,   -531, -1578, -1057, -1079,  -1076,   1597,   2339,   3616,   3617,   3070,   2372, 0
      2651,         -1,  32767,  -2375,   -531, -1578, -1036, -1057,  -1059,   1583,   2356,   3649,   3617,   3070,   2372, 0
      2652,         -1,  32767,  -2368,   -535, -1581, -1047, -1069,  -1069,   1572,   2387,   3693,   3617,   3070,   2372, 0
      2653,         -1,  32767,  -2368,   -535, -1581, -1053, -1074,  -1075,   1563,   2421,   3733,   3692,   3017,   2445, 0
      2653,         -1,  32767,  -2401,   -526, -1585, -1058, -1076,  -1068,   1553,   2450,   3778,   3692,   3017,   2445, 0
      2654,         -1,  32767,  -2426,   -543, -1539, -1040, -1052,  -1056,   1550,   2469,   3809,   3692,   3017,   2445, 0
      2654,         -1,  32767,  -2426,   -543, -1539, -1044, -1064,  -1065,   1555,   2480,   3833,   3692,   3017,   2445, 0
      2655,         -1,  32767,  -2446,   -552, -1489, -1051, -1072,  -1072,   1564,   2488,   3854,   3692,   3017,   2445, 0
      2656,         -1,  32767,  -2485,   -587, -1455, -1057, -1079,  -1078,   1570,   2499,   3881,   3692,   3017,   2445, 0
      2656,         -1,  32767,  -2485,   -587, -1455, -1033, -1056,  -1057,   1570,   2516,   3901,   3692,   3017,   2445, 0
      2657,         -1,  32767,  -2524,   -582, -1458, -1045, -1067,  -1068,   1563,   2552,   3931,   3692,   3017,   2445, 0
      2657,         -1,  32767,  -2524,   -582, -1458, -1053, -1075,  -1075,   1551,   2569,   3947,   3692,   3017,   2445, 0
      2658,         -1,  32767,  -2546,   -589, -1435, -1057, -1079,  -1075,   1519,   2585,   3959,   3692,   3017,   2445, 0
      2658,         -1,  32767,  -2588,   -587, -1400, -1036, -1057,  -1059,   1484,   2596,   3970,   3692,   3017,   2445, 0
      2659,         -1,  32767,  -2588,   -587, -1400, -1047, -1068,  -1070,   1459,   2600,   3976,   3692,   3017,   2445, 0
      2660,         -1,  32767,  -2636,   -588, -1371, -1053, -1075,  -1075,   1424,   2603,   3978,   3692,   3017,   2445, 0
      2660,         -1,  32767,  -2636,   -588, -1371, -1057, -1072,  -1062,   1396,   2605,   3986,   3692,   3017,   2445, 0
      2661,         -1,  32767,  -2693,   -619, -1366, -1038, -1059,  -1062,   1378,   2604,   4000,   3692,   3017,   2445, 0
      2661,         -1,  32767,  -2736,   -630, -1345, -1049, -1071,  -1072,   1359,   2607,   4010,   3692,   3017,   2445, 0
      2662,         -1,  32767,  -2736,   -630, -1345, -1054, -1076,  -1076,   1330,   2622,   4020,   3692,   3017,   2445, 0
      2663,         -1,  32767,  -2783,   -655, -1336, -1042, -1056,  -1057,   1302,   2633,   4024,   3502,   3002,   2565, 0
      2663,         -1,  32767,  -2819,   -698, -1333, -1042, -1062,  -1064,   1280,   2638,   4035,   3502,   3002,   2565, 0
      2664,         -1,  32767,  -2819,   -698, -1333, -1045, -1068,  -1069,   1278,   2642,   4046,   3502,   3002,   2565, 0
      2665,         -1,  32767,  -2861,   -733, -1302, -1053, -1075,  -1074,   1291,   2647,   4055,   3502,   3002,   2565, 0
      2665,         -1,  32767,  -2861,   -733, -1302, -1057, -1078,  -1069,   1310,   2659,   4061,   3502,   3002,   2565, 0
      2666,         -1,  32767,  -2896,   -786, -1273, -1037, -1059,  -1061,   1325,   2670,   4061,   3502,   3002,   2565, 0
      2666,         -1,  32767,  -2934,   -828, -1262, -1049, -1070,  -1071,   1340,   2693,   4062,   3502,   3002,   2565, 0
      2667,         -1,  32767,  -2934,   -828, -1262, -1054, -1075,  -1075,   1353,   2719,   4061,   3502,   3002,   2565, 0
      2667,         -1,  32767,  -2953,   -862, -1266, -1049, -1062,  -1055,   1360,   2733,   4060,   3502,   3002,   2565, 0
      2668,         -1,  32767,  -2953,   -862, -1266, -1040, -1060,  -1063,   1375,   2749,   4052,   3502,   3002,   2565, 0
      2669,         -1,  32767,  -2975,   -888, -1275, -1049, -1071,  -1071,   1394,   2773,   4039,   3502,   3002,   2565, 0
      2669,         -1,  32767,  -2975,   -888, -1275, -1055, -1077,  -1077,   1417,   2799,   4027,   3502,   3002,   2565, 0
      2670,         -1,  32767,  -2989,   -914, -1287, -1042, -1056,  -1057,   1429,   2804,   4018,   3502,   3002,   2565, 0
      2670,         -1,  32767,  -3014,   -910, -1287, -1041, -1062,  -1064,   1432,   2813,   3994,   3502,   3002,   2565, 0
      2671,         -1,  32767,  -3014,   -910, -1287, -1051, -1072,  -1072,   1427,   2823,   3964,   3502,   3002,   2565, 0
      2672,         -1,  32767,  -3033,   -956, -1288, -1056, -1077,  -1077,   1404,   2837,   3925,   3502,   3002,   2565, 0
      2672,         -1,  32767,  -3033,   -956, -1288, -1033, -1055,  -1056,   1372,   2856,   3877,   3502,   3002,   2565, 0
      2673,     334373,  25667,  -3022,   -983, -1298, -1043, -1064,  -1067,   1331,   2880,   3829,   3590,   3002,   2522, 0
      2674,         -1,  32767,  -3042,   -962, -1311, -1051, -1073,  -1072,   1235,   2929,   3751,   3590,   3002,   2522, 0
      2674,         -1,  32767,  -3070,   -951, -1339, -1041, -1063,  -1067,   1176,   2955,   3712,   3590,   3002,   2522, 0
      2675,         -1,  32767,  -3070,   -951, -1339, -1051, -1073,  -1073,   1126,   2985,   3686,   3590,   3002,   2522, 0
      2676,         -1,  32767,  -3080,   -937, -1365, -1056, -1078,  -1077,   1059,   3029,   3647,   3590,   3002,   2522, 0
      2676,         -1,  32767,  -3089,   -949, -1378, -1033, -1057,  -1059,    998,   3075,   3608,   3590,   3002,   2522, 0
      2677,         -1,  32767,  -3089,   -949, -1378, -1046, -1067,  -1068,    940,   3131,   3570,   3590,   3002,   2522, 0
      2677,         -1,  32767,  -3101,   -952, -1374, -1052, -1074,  -1074,    895,   3169,   3541,   3590,   3002,   2522, 0
      2678,         -1,  32767,  -3101,   -952, -1374, -1057, -1078,  -1071,    843,   3211,   3502,   3590,   3002,   2522, 0
      2678,         -1,  32767,  -3103,   -947, -1384, -1037, -1057,  -1060,    790,   3254,   3465,   3590,   3002,   2522, 0
      2679,         -1,  32767,  -3103,   -947, -1384, -1047, -1069,  -1070,    746,   3294,   3433,   3590,   3002,   2522, 0
      2680,         -1,  32767,  -3110,   -932, -1378, -1054, -1076,  -1076,    690,   3340,   3399,   3590,   3002,   2522, 0
      2680,         -1,  32767,  -3130,   -919, -1396, -1049, -1062,  -1055,    629,   3391,   3367,   3590,   3002,   2522, 0
      2681,         -1,  32767,  -3130,   -919, -1396, -1040, -1061,  -1064,    577,   3431,   3346,   3590,   3002,   2522, 0
      2681,         -1,  32767,  -3138,   -907, -1409, -1049, -1072,  -1072,    502,   3473,   3318,   3590,   3002,   2522, 0
      2682,         -1,  32767,  -3138,   -907, -1409, -1055, -1077,  -1077,    422,   3517,   3286,   3590,   3002,   2522, 0
      2683,         -1,  32767,  -3149,   -890, -1416, -1037, -1055,  -1056,    342,   3568,   3253,   3572,   2750,   2367, 0
      2683,         -1,  32767,  -3174,   -884, -1430, -1042, -1064,  -1066,    245,   3633,   3214,   3572,   2750,   2367, 0
      2684,         -1,  32767,  -3174,   -884, -1430, -1045, -1068,  -1069,    150,   3691,   3174,   3572,   2750,   2367, 0
      2685,         -1,  32767,  -3196,   -871, -1439, -1053, -1075,  -1075,     50,   3750,   3137,   3572,   2750,   2367, 0
      2685,         -1,  32767,  -3219,   -864, -1438, -1057, -1072,  -1063,    -36,   3793,   3106,   3572,   2750,   2367, 0
      2686,         -1,  32767,  -3219,   -864, -1438, -1039, -1060,  -1062,   -145,   3853,   3066,   3572,   2750,   2367, 0
      2686,         -1,  32767,  -3244,   -853, -1461, -1048, -1069,  -1070,   -263,   3912,   3023,   3572,   2750,   2367, 0
      2687,         -1,  32767,  -3244,   -853, -1461, -1054, -1077,  -1077,   -390,   3969,   2981,   3572,   2750,   2367, 0
      2687,         -1,  32767,  -3281,   -861, -1484, -1040, -1055,  -1057,   -493,   4018,   2951,   3572,   2750,   2367, 0
      2688,         -1,  32767,  -3315,   -858, -1486, -1041, -1063,  -1064,   -622,   4084,   2907,   3572,   2750,   2367, 0
      2689,         -1,  32767,  -3315,   -858, -1486, -1049, -1072,  -1072,   -758,   4151,   2856,   3572,   2750,   2367, 0
      2689,         -1,  32767,  -3345,   -874, -1515, -1055, -1078,  -1077,   -866,   4207,   2813,   3572,   2750,   2367, 0
      2690,         -1,  32767,  -3345,   -874, -1515, -1033, -1057,  -1058,  -1000,   4273,   2765,   3572,   2750,   2367, 0
      2690,         -1,  32767,  -3370,   -901, -1523, -1045, -1066,  -1067,  -1143,   4342,   2716,   3572,   2750,   2367, 0
      2691,         -1,  32767,  -3370,   -901, -1523, -1052, -1074,  -1074,  -1291,   4420,   2661,   3572,   2750,   2367, 0
      2692,         -1,  32767,  -3405,   -942, -1538, -1057, -1078,  -1071,  -1407,   4484,   2618,   3572,   2750,   2367, 0
      2692,         -1,  32767,  -3435,   -970, -1557, -1037, -1057,  -1060,  -1544,   4556,   2560,   3572,   2750,   2367, 0
      2693,         -1,  32767,  -3435,   -970, -1557, -1046, -1069,  -1070,  -1644,   4609,   2512,   3365,   2787,   2535, 0
      2694,         -1,  32767,  -3462,  -1025, -1571, -1053, -1076,  -1076,  -1794,   4709,   2429,   3365,   2787,   2535, 0
      2694,         -1,  32767,  -3479,  -1061, -1617, -1054, -1077,  -1078,  -1887,   4789,   2366,   3365,   2787,   2535, 0
      2695,         -1,  32767,  -3479,  -1061, -1617, -1031, -1055,  -1057,  -1964,   4852,   2315,   3365,   2787,   2535, 0
      2695,         -1,  32767,  -3504,  -1127, -1650, -1042, -1064,  -1067,  -2069,   4940,   2232,   3365,   2787,   2535, 0
      2696,         -1,  32767,  -3504,  -1127, -1650, -1052, -1074,  -1074,  -2127,   4995,   2182,   3365,   2787,   2535, 0
      2696,         -1,  32767,  -3534,  -1202, -1696, -1056, -1078,  -1077,  -2197,   5067,   2116,   3365,   2787,   2535, 1
      2697,         -1,  32767,  -3557,  -1257, -1732, -1034, -1057,  -1059,  -2272,   5145,   2043,   3365,   2787,   2535, 1
      2698,         -1,  32767,  -3557,  -1257, -1732, -1047, -1070,  -1071,  -2329,   5209,   1983,   3365,   2787,   2535, 1
      2698,         -1,  32767,  -3572,  -1307, -1777, -1055, -1077,  -1076,  -2404,   5290,   1910,   3365,   2787,   2535, 1
      2699,     334368,  25667,  -3572,  -1307, -1777, -1033, -1056,  -1057,  -2474,   5368,   1838,   3365,   2787,   2535, 1
      2700,         -1,  32767,  -3587,  -1350, -1816, -1044, -1067,  -1068,  -2572,   5483,   1724,   3365,   2787,   2535, 1
      2700,         -1,  32767,  -3602,  -1406, -1871, -1038, -1062,  -1063,  -2641,   5566,   1641,   3365,   2787,   2535, 1
      2701,         -1,  32767,  -3602,  -1406, -1871, -1048, -1071,  -1071,  -2701,   5655,   1559,   3365,   2787,   2535, 1
      2701,         -1,  32767,  -3614,  -1463, -1920, -1053, -1076,  -1076,  -2747,   5723,   1490,   3365,   2787,   2535, 1
      2702,         -1,  32767,  -3634,  -1504, -1982, -1046, -1059,  -1055,  -2793,   5817,   1403,   3365,   2787,   2535, 1
      2703,         -1,  32767,  -3634,  -1504, -1982, -1039, -1061,  -1063,  -2833,   5899,   1340,   3367,   2782,   2512, 1
      2703,         -1,  32767,  -3652,  -1556, -2036, -1049, -1071,  -1071,  -2896,   6024,   1221,   3367,   2782,   2512, 1
      2704,         -1,  32767,  -3657,  -1600, -2089, -1049, -1072,  -1074,  -2943,   6104,   1122,   3367,   2782,   2512, 1
      2705,         -1,  32767,  -3657,  -1600, -2089, -1056, -1078,  -1076,  -2983,   6167,   1049,   3367,   2782,   2512, 1
      2705,         -1,  32767,  -3650,  -1637, -2144, -1032, -1055,  -1057,  -3045,   6273,    948,   3367,   2782,   2512, 1
      2706,         -1,  32767,  -3650,  -1637, -2144, -1043, -1065,  -1068,  -3084,   6359,    880,   3367,   2782,   2512, 1
      2706,         -1,  32767,  -3665,  -1685, -2199, -1051, -1074,  -1074,  -3134,   6475,    788,   3367,   2782,   2512, 1
      2707,         -1,  32767,  -3666,  -1713, -2245, -1056, -1079,  -1074,  -3192,   6582,    692,   3367,   2782,   2512, 1
      2707,         -1,  32767,  -3666,  -1713, -2245, -1034, -1057,  -1059,  -3247,   6664,    621,   3367,   2782,   2512, 1
      2708,         -1,  32767,  -3681,  -1714, -2279, -1045, -1067,  -1068,  -3319,   6765,    534,   3367,   2782,   2512, 1
      2709,         -1,  32767,  -3681,  -1714, -2279, -1052, -1074,  -1074,  -3384,   6868,    448,   3367,   2782,   2512, 1
      2709,         -1,  32767,  -3695,  -1702, -2335, -1056, -1078,  -1072,  -3441,   6971,    361,   3367,   2782,   2512, 1
      2710,         -1,  32767,  -3692,  -1741, -2400, -1034, -1057,  -1059,  -3483,   7055,    294,   3367,   2782,   2512, 1
      2710,         -1,  32767,  -3692,  -1741, -2400, -1045, -1068,  -1069,  -3533,   7161,    211,   3367,   2782,   2512, 1
      2711,         -1,  32767,  -3693,  -1742, -2430, -1052, -1074,  -1074,  -3575,   7275,    126,   3367,   2782,   2512, 1
      2712,         -1,  32767,  -3693,  -1742, -2430, -1057, -1078,  -1071,  -3611,   7360,     57,   3367,   2782,   2512, 1
      2712,         -1,  32767,  -3708,  -1740, -2456, -1034, -1056,  -1059,  -3661,   7455,    -28,   3367,   2782,   2512, 1
      2713,         -1,  32767,  -3715,  -1744, -2501, -1047, -1069,  -1070,  -3718,   7551,   -113,   3335,   2797,   2710, 1
      2714,         -1,  32767,  -3715,  -1744, -2501, -1052, -1075,  -1075,  -3781,   7677,   -206,   3335,   2797,   2710, 1
      2714,         -1,  32767,  -3712,  -1719, -2548, -1053, -1076,  -1077,  -3829,   7780,   -273,   3335,   2797,   2710, 1
      2715,         -1,  32767,  -3714,  -1695, -2578, -1034, -1054,  -1056,  -3872,   7883,   -324,   3335,   2797,   2710, 1
      2715,         -1,  32767,  -3714,  -1695, -2578, -1041, -1063,  -1065,  -3913,   7983,   -366,   3335,   2797,   2710, 1
      2716,         -1,  32767,  -3727,  -1666, -2618, -1049, -1072,  -1072,  -3949,   8064,   -397,   3335,   2797,   2710, 1
      2716,         -1,  32767,  -3727,  -1666, -2618, -1055, -1078,  -1077,  -3992,   8168,   -432,   3335,   2797,   2710, 1
      2717,         -1,  32767,  -3746,  -1651, -2631, -1031, -1055,  -1056,  -4019,   8262,   -466,   3335,   2797,   2710, 1
      2718,         -1,  32767,  -3746,  -1651, -2631, -1042, -1064,  -1067,  -4036,   8334,   -489,   3335,   2797,   2710, 1
      2718,         -1,  32767,  -3753,  -1648, -2647, -1049, -1072,  -1073,  -4044,   8420,   -504,   3335,   2797,   2710, 1
      2719,         -1,  32767,  -3762,  -1611, -2671, -1055, -1078,  -1078,  -4044,   8503,   -509,   3335,   2797,   2710, 1
      2719,         -1,  32767,  -3762,  -1611, -2671, -1031, -1055,  -1057,  -4036,   8570,   -510,   3335,   2797,   2710, 1
